,AIR,ANIMALS,APOLLO,APPLE,ARK,ARM,ARROW,ASS,BASKET,BATH,BEAR,BELL,BIRD,BIRDS,BLOOD,BOAT,BODY,BOOK,BOTTLE,BOW,BOX,BRANCH,BRIDGE,CASTLE,CHAIN,CHARIOT,CHILD,CIRCLE,CITY,CLOAK,CLOTHES,CLOUDS,COLD,COLUMN,COMBAT,COW,CROSS,CROWD,CROWN,CRYSTAL,DANCE,DARKNESS,DEATH,DESERT,DESTRUCTION,DEVIL,DISGUISE,DOG,DOOR,DOVE,DRAGON,DRINK,DUST,DWARF,EAGLE,EARTH,EGYPT,EMPEROR,EVE,EYE,FARMER,FATHER,FIELDS,FIGHT,FIRE,FISH,FLIGHT,FLUTE,FOOT,FOREST,FOUNTAIN,FRUIT,GARDEN,GARLAND,GIANT,GOBLET,GOLD,HAIR,HALO,HAND,HARE,HAT,HEAD,HEART,HEAVEN,HELL,HERO,HORNS,HORSE,HOUSE,HUNT,HUNTER,INSTRUMENTS,ISLAND,IVY,JOURNEY,JUPITER,KING,KNIFE,LAMP,LAUREL,LIFE,LIGHT,LION,LOVE,LOVER,MAN,MARRIAGE,MARS,MASK,MEADOW,MIRROR,MIST,MOON,MOTHER,MOUNTAIN,MOUTH,MUSIC,MUSICIAN,NATURE,NIGHT,NUMBERS,TEN,NYMPHS,PALACE,PAN,PARADISE,PILLAR,POINT,POMEGRANATE,POWER,PRINCE,PROCESSION,RADIANCE,RELIEF,RING,RIVER,ROCK,ROOM,RUINS,SACRIFICE,SEA,SEASONS,SECRET,SERPENT,SHEPHERD,SHIP,SIGN,SKIN,SKULL,SNOW,SPACE,STAG,STARS,STONE,STORM,STRENGTH,SUN,SWORD,TEMPLE,THORN,THREAD,THRONE,TIME,TOMB,TOWER,TREASURE,TREE,TRIUMPH,TWILIGHT,VALLEY,VENUS,VESSEL,VICTORY,VINE,VOYAGE,WALL,WAR,WARRIORS,WATER,WAVES,WEAVING,WELL,WEST,WHEEL,WHITE,WIND,WINDOW,WINE,WINGS,WOLF,WOMAN,WOOD,WORLD
MAN,86.0,118.0,23.0,10.0,83.0,62.0,18.0,183.0,8.0,9.0,53.0,17.0,75.0,38.0,64.0,28.0,65.0,25.0,6.0,18.0,25.0,16.0,22.0,42.0,38.0,44.0,49.0,67.0,69.0,20.0,35.0,19.0,14.0,42.0,18.0,17.0,93.0,10.0,55.0,14.0,34.0,36.0,97.0,29.0,36.0,30.0,15.0,27.0,25.0,15.0,100.0,15.0,14.0,17.0,75.0,106.0,79.0,30.0,199.0,58.0,22.0,30.0,10.0,32.0,90.0,41.0,26.0,11.0,27.0,24.0,29.0,12.0,33.0,21.0,45.0,10.0,63.0,23.0,19.0,90.0,20.0,276.0,102.0,41.0,99.0,54.0,53.0,50.0,59.0,37.0,15.0,36.0,11.0,24.0,3.0,43.0,26.0,135.0,8.0,14.0,12.0,139.0,88.0,61.0,55.0,13.0,351.0,17.0,37.0,25.0,6.0,43.0,44.0,71.0,68.0,105.0,35.0,66.0,10.0,77.0,43.0,36.0,179.0,17.0,21.0,65.0,16.0,16.0,114.0,10.0,98.0,13.0,48.0,8.0,12.0,133.0,15.0,23.0,24.0,7.0,43.0,62.0,35.0,18.0,72.0,8.0,98.0,214.0,25.0,19.0,11.0,94.0,64.0,27.0,69.0,13.0,37.0,91.0,74.0,95.0,15.0,12.0,14.0,143.0,11.0,39.0,35.0,80.0,34.0,29.0,20.0,19.0,10.0,28.0,28.0,18.0,40.0,123.0,11.0,114.0,13.0,8.0,91.0,46.0,67.0,59.0,32.0,18.0,13.0,43.0,21.0,49.0,24.0,143.0
MARRIAGE,7.0,9.0,5.0,1.0,6.0,8.0,4.0,11.0,2.0,4.0,5.0,2.0,9.0,6.0,10.0,3.0,3.0,3.0,0.0,3.0,4.0,2.0,4.0,7.0,9.0,4.0,10.0,9.0,7.0,5.0,7.0,5.0,2.0,9.0,4.0,2.0,7.0,1.0,8.0,3.0,6.0,3.0,9.0,5.0,6.0,3.0,2.0,6.0,3.0,3.0,10.0,3.0,2.0,5.0,9.0,7.0,6.0,4.0,12.0,6.0,4.0,4.0,4.0,5.0,7.0,5.0,2.0,3.0,5.0,6.0,5.0,0.0,5.0,4.0,7.0,4.0,7.0,3.0,3.0,10.0,6.0,16.0,10.0,4.0,11.0,5.0,7.0,9.0,7.0,8.0,2.0,5.0,3.0,3.0,1.0,6.0,5.0,10.0,1.0,2.0,3.0,9.0,9.0,7.0,6.0,2.0,17.0,18.0,4.0,5.0,1.0,9.0,5.0,10.0,10.0,9.0,7.0,10.0,0.0,8.0,4.0,4.0,9.0,4.0,5.0,3.0,2.0,4.0,6.0,3.0,8.0,3.0,4.0,2.0,5.0,11.0,2.0,4.0,4.0,2.0,5.0,5.0,3.0,6.0,10.0,0.0,8.0,11.0,6.0,6.0,2.0,10.0,7.0,6.0,10.0,2.0,4.0,8.0,11.0,9.0,3.0,0.0,3.0,11.0,1.0,7.0,5.0,9.0,2.0,6.0,3.0,3.0,2.0,4.0,1.0,3.0,6.0,5.0,3.0,10.0,2.0,2.0,7.0,4.0,8.0,6.0,6.0,3.0,6.0,7.0,4.0,7.0,2.0,10.0
MARS,17.0,22.0,3.0,2.0,19.0,19.0,5.0,34.0,1.0,3.0,8.0,4.0,16.0,6.0,15.0,6.0,7.0,9.0,0.0,7.0,5.0,3.0,7.0,11.0,8.0,7.0,12.0,13.0,11.0,6.0,12.0,5.0,9.0,14.0,7.0,3.0,22.0,2.0,10.0,2.0,12.0,12.0,22.0,10.0,14.0,6.0,1.0,8.0,6.0,6.0,19.0,2.0,3.0,6.0,18.0,16.0,10.0,8.0,34.0,12.0,9.0,7.0,3.0,12.0,21.0,9.0,6.0,2.0,5.0,7.0,7.0,1.0,4.0,7.0,17.0,6.0,13.0,4.0,4.0,19.0,7.0,41.0,21.0,12.0,17.0,12.0,15.0,12.0,17.0,9.0,1.0,10.0,4.0,7.0,1.0,9.0,11.0,29.0,7.0,5.0,5.0,22.0,16.0,13.0,13.0,5.0,37.0,4.0,46.0,7.0,1.0,12.0,7.0,17.0,14.0,28.0,7.0,20.0,3.0,11.0,12.0,10.0,28.0,3.0,6.0,9.0,6.0,5.0,19.0,3.0,20.0,2.0,9.0,2.0,3.0,27.0,4.0,8.0,5.0,2.0,15.0,10.0,5.0,6.0,11.0,1.0,19.0,34.0,4.0,4.0,2.0,24.0,12.0,10.0,13.0,2.0,7.0,17.0,20.0,22.0,3.0,1.0,3.0,25.0,3.0,11.0,10.0,19.0,9.0,7.0,10.0,9.0,2.0,7.0,8.0,5.0,10.0,31.0,5.0,24.0,4.0,6.0,20.0,12.0,15.0,10.0,4.0,3.0,7.0,10.0,7.0,11.0,8.0,27.0
MASK,12.0,16.0,4.0,3.0,15.0,10.0,0.0,21.0,5.0,3.0,7.0,2.0,15.0,7.0,12.0,6.0,10.0,5.0,1.0,4.0,5.0,2.0,6.0,8.0,8.0,12.0,11.0,11.0,10.0,4.0,12.0,3.0,3.0,10.0,5.0,5.0,13.0,5.0,10.0,3.0,9.0,8.0,17.0,8.0,6.0,6.0,3.0,7.0,3.0,4.0,20.0,5.0,4.0,10.0,15.0,10.0,8.0,3.0,19.0,9.0,6.0,4.0,2.0,6.0,20.0,10.0,4.0,2.0,6.0,8.0,7.0,2.0,8.0,5.0,12.0,3.0,7.0,7.0,4.0,13.0,6.0,23.0,18.0,6.0,12.0,11.0,11.0,10.0,15.0,12.0,2.0,6.0,3.0,4.0,0.0,8.0,4.0,17.0,1.0,2.0,3.0,11.0,11.0,11.0,4.0,3.0,25.0,5.0,7.0,29.0,2.0,12.0,6.0,7.0,14.0,14.0,10.0,13.0,2.0,11.0,4.0,7.0,12.0,2.0,5.0,9.0,3.0,3.0,7.0,3.0,13.0,1.0,10.0,2.0,3.0,10.0,1.0,7.0,5.0,2.0,6.0,8.0,9.0,5.0,11.0,1.0,12.0,17.0,8.0,5.0,3.0,15.0,10.0,9.0,14.0,3.0,4.0,10.0,15.0,15.0,2.0,1.0,3.0,15.0,1.0,12.0,9.0,11.0,4.0,8.0,6.0,1.0,1.0,5.0,3.0,6.0,7.0,12.0,4.0,18.0,4.0,3.0,14.0,4.0,11.0,7.0,4.0,3.0,5.0,8.0,5.0,11.0,3.0,9.0
MEADOW,6.0,4.0,2.0,0.0,3.0,3.0,0.0,8.0,3.0,3.0,1.0,0.0,5.0,2.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,0.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,4.0,5.0,2.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,9.0,5.0,2.0,4.0,5.0,2.0,3.0,6.0,4.0,2.0,4.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,6.0,1.0,1.0,2.0,10.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,0.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,1.0,2.0,6.0,1.0,4.0,0.0,4.0,1.0,0.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,6.0,1.0,5.0,8.0,3.0,1.0,1.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,1.0,0.0,1.0,7.0,0.0,4.0,3.0,6.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,4.0,2.0,8.0,4.0,1.0,4.0,1.0,5.0,3.0,5.0,1.0,1.0,2.0,2.0,3.0,0.0,3.0
MIRROR,23.0,32.0,7.0,3.0,20.0,16.0,7.0,40.0,3.0,5.0,8.0,5.0,28.0,12.0,25.0,13.0,13.0,10.0,2.0,4.0,11.0,2.0,9.0,18.0,10.0,15.0,17.0,23.0,20.0,6.0,13.0,10.0,6.0,21.0,7.0,5.0,25.0,6.0,18.0,7.0,11.0,11.0,29.0,14.0,14.0,10.0,4.0,14.0,12.0,6.0,30.0,8.0,5.0,8.0,27.0,15.0,17.0,13.0,35.0,21.0,11.0,9.0,5.0,11.0,24.0,16.0,11.0,6.0,11.0,14.0,13.0,1.0,9.0,9.0,18.0,11.0,15.0,9.0,9.0,25.0,15.0,50.0,23.0,16.0,23.0,16.0,18.0,20.0,24.0,21.0,6.0,14.0,7.0,8.0,1.0,19.0,6.0,37.0,3.0,8.0,4.0,24.0,21.0,19.0,12.0,6.0,43.0,9.0,12.0,12.0,4.0,54.0,13.0,22.0,25.0,32.0,17.0,26.0,4.0,21.0,13.0,16.0,29.0,10.0,9.0,13.0,4.0,8.0,23.0,5.0,22.0,5.0,18.0,3.0,6.0,27.0,7.0,11.0,13.0,5.0,9.0,16.0,15.0,10.0,27.0,5.0,27.0,41.0,8.0,6.0,4.0,32.0,16.0,13.0,25.0,5.0,12.0,20.0,24.0,38.0,3.0,3.0,6.0,38.0,2.0,20.0,15.0,22.0,9.0,14.0,9.0,5.0,5.0,9.0,9.0,10.0,19.0,26.0,5.0,38.0,5.0,4.0,23.0,16.0,28.0,15.0,11.0,8.0,8.0,14.0,9.0,20.0,5.0,28.0
MIST,25.0,28.0,10.0,5.0,24.0,13.0,9.0,42.0,4.0,5.0,9.0,5.0,17.0,9.0,18.0,5.0,14.0,5.0,0.0,3.0,4.0,4.0,7.0,12.0,14.0,9.0,16.0,13.0,15.0,4.0,9.0,13.0,3.0,10.0,3.0,1.0,19.0,4.0,15.0,4.0,8.0,8.0,18.0,6.0,12.0,9.0,4.0,4.0,7.0,7.0,27.0,2.0,6.0,4.0,19.0,26.0,13.0,10.0,41.0,13.0,7.0,6.0,3.0,11.0,25.0,11.0,8.0,3.0,6.0,6.0,9.0,5.0,7.0,7.0,12.0,4.0,22.0,8.0,4.0,19.0,3.0,59.0,22.0,14.0,24.0,15.0,16.0,14.0,18.0,10.0,5.0,9.0,4.0,4.0,0.0,7.0,7.0,33.0,1.0,3.0,3.0,30.0,24.0,17.0,13.0,5.0,44.0,5.0,7.0,6.0,4.0,13.0,61.0,15.0,17.0,29.0,10.0,20.0,3.0,21.0,10.0,9.0,32.0,6.0,7.0,11.0,3.0,4.0,33.0,5.0,21.0,2.0,10.0,2.0,2.0,32.0,5.0,10.0,4.0,2.0,6.0,17.0,8.0,6.0,16.0,2.0,25.0,42.0,8.0,4.0,6.0,26.0,14.0,9.0,23.0,5.0,13.0,21.0,16.0,27.0,2.0,3.0,4.0,29.0,4.0,9.0,14.0,19.0,10.0,7.0,3.0,4.0,3.0,10.0,8.0,6.0,9.0,29.0,3.0,25.0,6.0,3.0,23.0,9.0,19.0,18.0,10.0,4.0,3.0,9.0,5.0,9.0,5.0,23.0
MOON,29.0,50.0,8.0,3.0,31.0,18.0,7.0,60.0,5.0,6.0,20.0,6.0,31.0,12.0,27.0,10.0,17.0,8.0,3.0,4.0,8.0,6.0,10.0,23.0,12.0,24.0,19.0,24.0,23.0,9.0,12.0,10.0,8.0,20.0,6.0,6.0,28.0,2.0,22.0,7.0,11.0,14.0,35.0,11.0,16.0,7.0,4.0,16.0,6.0,8.0,37.0,6.0,4.0,8.0,35.0,33.0,27.0,12.0,55.0,23.0,8.0,9.0,3.0,11.0,29.0,13.0,13.0,6.0,11.0,11.0,14.0,2.0,6.0,9.0,16.0,8.0,23.0,10.0,5.0,35.0,12.0,70.0,38.0,21.0,30.0,21.0,18.0,19.0,21.0,16.0,6.0,18.0,3.0,11.0,0.0,20.0,12.0,39.0,4.0,11.0,2.0,36.0,30.0,26.0,18.0,8.0,71.0,10.0,17.0,7.0,3.0,22.0,15.0,90.0,31.0,37.0,14.0,34.0,6.0,25.0,14.0,13.0,44.0,5.0,11.0,20.0,6.0,9.0,37.0,4.0,28.0,5.0,17.0,3.0,4.0,42.0,8.0,7.0,13.0,2.0,14.0,26.0,10.0,7.0,29.0,4.0,36.0,62.0,11.0,7.0,7.0,38.0,21.0,17.0,27.0,4.0,14.0,38.0,27.0,40.0,3.0,4.0,5.0,43.0,6.0,22.0,14.0,28.0,13.0,16.0,8.0,13.0,7.0,11.0,6.0,9.0,18.0,35.0,5.0,47.0,4.0,5.0,27.0,18.0,29.0,20.0,15.0,11.0,7.0,13.0,9.0,20.0,13.0,41.0
MOTHER,27.0,40.0,7.0,4.0,29.0,19.0,5.0,50.0,4.0,3.0,15.0,7.0,30.0,13.0,33.0,16.0,17.0,10.0,2.0,5.0,10.0,5.0,11.0,20.0,16.0,19.0,24.0,25.0,26.0,7.0,18.0,10.0,6.0,21.0,10.0,8.0,30.0,6.0,20.0,7.0,16.0,12.0,37.0,13.0,20.0,14.0,6.0,18.0,9.0,7.0,43.0,7.0,8.0,9.0,31.0,31.0,26.0,10.0,48.0,23.0,10.0,11.0,5.0,12.0,31.0,17.0,12.0,7.0,8.0,15.0,11.0,1.0,16.0,10.0,23.0,8.0,22.0,12.0,7.0,28.0,13.0,70.0,33.0,13.0,32.0,19.0,23.0,21.0,29.0,21.0,9.0,19.0,3.0,14.0,1.0,16.0,7.0,39.0,4.0,7.0,5.0,35.0,30.0,31.0,11.0,7.0,68.0,10.0,14.0,14.0,3.0,25.0,17.0,31.0,86.0,34.0,16.0,27.0,3.0,30.0,20.0,9.0,41.0,10.0,9.0,22.0,4.0,6.0,32.0,7.0,34.0,5.0,20.0,3.0,3.0,42.0,8.0,12.0,13.0,6.0,15.0,28.0,11.0,9.0,31.0,3.0,31.0,57.0,11.0,9.0,7.0,39.0,26.0,15.0,33.0,7.0,14.0,28.0,30.0,33.0,5.0,1.0,5.0,40.0,5.0,20.0,19.0,24.0,14.0,20.0,10.0,4.0,5.0,8.0,14.0,13.0,20.0,32.0,5.0,45.0,7.0,4.0,27.0,14.0,24.0,20.0,11.0,6.0,9.0,16.0,11.0,28.0,12.0,35.0
MOUNTAIN,47.0,59.0,13.0,8.0,50.0,31.0,11.0,83.0,4.0,10.0,21.0,8.0,47.0,22.0,38.0,11.0,23.0,20.0,5.0,11.0,13.0,11.0,19.0,33.0,22.0,26.0,29.0,44.0,36.0,10.0,25.0,18.0,12.0,32.0,10.0,8.0,57.0,9.0,33.0,7.0,21.0,25.0,56.0,18.0,24.0,16.0,7.0,19.0,18.0,10.0,52.0,11.0,8.0,10.0,51.0,50.0,33.0,21.0,82.0,33.0,13.0,17.0,4.0,20.0,50.0,27.0,21.0,8.0,14.0,16.0,23.0,5.0,17.0,14.0,26.0,8.0,28.0,13.0,14.0,50.0,19.0,105.0,53.0,29.0,57.0,33.0,31.0,30.0,33.0,25.0,9.0,20.0,7.0,20.0,1.0,29.0,22.0,63.0,7.0,10.0,9.0,53.0,47.0,29.0,29.0,10.0,105.0,9.0,28.0,14.0,5.0,32.0,29.0,37.0,34.0,129.0,18.0,51.0,7.0,41.0,22.0,28.0,71.0,12.0,15.0,25.0,11.0,13.0,53.0,8.0,50.0,5.0,23.0,5.0,8.0,58.0,12.0,15.0,14.0,7.0,24.0,31.0,18.0,12.0,41.0,7.0,60.0,89.0,12.0,10.0,11.0,68.0,31.0,23.0,40.0,9.0,21.0,38.0,46.0,64.0,8.0,5.0,10.0,66.0,6.0,28.0,26.0,51.0,18.0,21.0,20.0,12.0,6.0,14.0,16.0,11.0,22.0,60.0,11.0,60.0,7.0,5.0,45.0,25.0,42.0,36.0,17.0,13.0,9.0,20.0,11.0,27.0,12.0,69.0
MOUTH,18.0,28.0,9.0,5.0,17.0,15.0,5.0,29.0,3.0,4.0,8.0,7.0,23.0,11.0,20.0,8.0,13.0,10.0,1.0,5.0,9.0,3.0,10.0,13.0,12.0,13.0,16.0,19.0,15.0,8.0,12.0,10.0,4.0,12.0,7.0,7.0,23.0,3.0,19.0,6.0,12.0,11.0,19.0,10.0,11.0,9.0,5.0,11.0,3.0,7.0,27.0,7.0,4.0,6.0,21.0,17.0,12.0,10.0,24.0,18.0,6.0,6.0,5.0,12.0,24.0,14.0,6.0,4.0,11.0,8.0,7.0,1.0,5.0,7.0,16.0,8.0,14.0,10.0,6.0,18.0,9.0,35.0,24.0,9.0,22.0,18.0,15.0,16.0,19.0,8.0,4.0,11.0,5.0,5.0,0.0,11.0,5.0,28.0,2.0,3.0,4.0,19.0,20.0,19.0,11.0,6.0,35.0,7.0,7.0,10.0,3.0,17.0,10.0,14.0,16.0,18.0,44.0,19.0,4.0,18.0,10.0,12.0,18.0,6.0,6.0,12.0,4.0,6.0,18.0,5.0,22.0,5.0,13.0,3.0,4.0,15.0,5.0,7.0,7.0,3.0,9.0,14.0,8.0,10.0,19.0,3.0,23.0,28.0,10.0,7.0,4.0,23.0,12.0,11.0,17.0,4.0,8.0,19.0,16.0,24.0,5.0,1.0,5.0,27.0,2.0,17.0,14.0,20.0,10.0,12.0,4.0,4.0,4.0,8.0,4.0,7.0,13.0,15.0,4.0,25.0,4.0,4.0,14.0,9.0,19.0,14.0,8.0,2.0,4.0,11.0,10.0,13.0,6.0,19.0
MUSIC,34.0,53.0,10.0,6.0,33.0,27.0,9.0,56.0,3.0,5.0,13.0,7.0,35.0,16.0,35.0,11.0,17.0,12.0,3.0,8.0,10.0,4.0,13.0,25.0,20.0,23.0,23.0,28.0,24.0,9.0,20.0,13.0,9.0,22.0,8.0,8.0,39.0,6.0,26.0,6.0,16.0,17.0,41.0,18.0,20.0,12.0,4.0,15.0,14.0,13.0,41.0,9.0,8.0,9.0,43.0,29.0,23.0,15.0,50.0,26.0,11.0,11.0,7.0,19.0,36.0,23.0,15.0,10.0,14.0,12.0,16.0,2.0,11.0,9.0,25.0,8.0,23.0,8.0,9.0,38.0,15.0,66.0,37.0,18.0,36.0,23.0,26.0,25.0,33.0,20.0,6.0,15.0,6.0,12.0,1.0,19.0,14.0,52.0,6.0,10.0,5.0,36.0,34.0,29.0,19.0,9.0,66.0,10.0,20.0,13.0,4.0,26.0,20.0,34.0,27.0,51.0,19.0,82.0,8.0,31.0,16.0,19.0,46.0,9.0,11.0,19.0,3.0,8.0,32.0,7.0,33.0,4.0,26.0,4.0,6.0,45.0,10.0,15.0,11.0,5.0,21.0,20.0,13.0,9.0,29.0,4.0,39.0,60.0,10.0,6.0,7.0,47.0,25.0,17.0,39.0,10.0,18.0,31.0,32.0,48.0,4.0,3.0,6.0,44.0,4.0,23.0,16.0,39.0,17.0,21.0,9.0,12.0,4.0,13.0,10.0,11.0,15.0,45.0,7.0,45.0,7.0,3.0,33.0,15.0,36.0,27.0,17.0,11.0,10.0,18.0,11.0,22.0,11.0,41.0
MUSICIAN,5.0,9.0,0.0,2.0,5.0,2.0,0.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,4.0,1.0,3.0,3.0,1.0,0.0,3.0,0.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,7.0,5.0,3.0,4.0,9.0,3.0,4.0,2.0,1.0,2.0,7.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,7.0,1.0,10.0,5.0,0.0,5.0,6.0,4.0,2.0,9.0,2.0,1.0,4.0,2.0,2.0,0.0,4.0,3.0,6.0,1.0,1.0,0.0,6.0,4.0,3.0,3.0,2.0,10.0,0.0,3.0,2.0,0.0,4.0,3.0,6.0,3.0,7.0,4.0,8.0,13.0,3.0,3.0,3.0,5.0,1.0,1.0,2.0,0.0,1.0,7.0,1.0,6.0,1.0,3.0,1.0,0.0,5.0,1.0,3.0,5.0,0.0,3.0,2.0,2.0,1.0,4.0,0.0,5.0,6.0,2.0,0.0,0.0,6.0,2.0,3.0,7.0,0.0,4.0,3.0,7.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,2.0,5.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,0.0,7.0,1.0,0.0,6.0,3.0,5.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,5.0
NATURE,34.0,40.0,11.0,4.0,34.0,26.0,6.0,64.0,5.0,7.0,26.0,6.0,35.0,13.0,31.0,11.0,22.0,10.0,3.0,7.0,10.0,4.0,5.0,13.0,13.0,23.0,21.0,19.0,30.0,7.0,19.0,10.0,8.0,15.0,7.0,4.0,30.0,5.0,20.0,6.0,14.0,11.0,36.0,11.0,17.0,14.0,7.0,15.0,11.0,7.0,42.0,6.0,4.0,6.0,30.0,34.0,22.0,13.0,68.0,27.0,8.0,12.0,4.0,22.0,31.0,19.0,12.0,5.0,8.0,17.0,16.0,1.0,10.0,7.0,20.0,5.0,20.0,13.0,7.0,39.0,12.0,87.0,35.0,9.0,32.0,19.0,24.0,21.0,29.0,16.0,8.0,13.0,6.0,8.0,0.0,14.0,14.0,46.0,2.0,10.0,3.0,53.0,32.0,26.0,24.0,6.0,77.0,8.0,11.0,11.0,4.0,21.0,21.0,25.0,30.0,41.0,18.0,31.0,3.0,106.0,14.0,18.0,55.0,8.0,7.0,27.0,4.0,8.0,41.0,6.0,41.0,5.0,21.0,3.0,5.0,51.0,11.0,13.0,7.0,4.0,14.0,27.0,14.0,10.0,31.0,5.0,44.0,70.0,11.0,10.0,5.0,37.0,26.0,16.0,30.0,8.0,21.0,31.0,22.0,33.0,3.0,4.0,4.0,49.0,2.0,25.0,16.0,23.0,13.0,15.0,10.0,10.0,5.0,11.0,11.0,6.0,13.0,40.0,5.0,51.0,8.0,2.0,36.0,19.0,28.0,25.0,15.0,8.0,6.0,22.0,6.0,24.0,9.0,47.0
NIGHT,20.0,29.0,7.0,2.0,26.0,11.0,7.0,46.0,2.0,5.0,13.0,2.0,17.0,6.0,20.0,6.0,14.0,4.0,1.0,5.0,8.0,5.0,7.0,12.0,7.0,9.0,13.0,12.0,15.0,6.0,9.0,8.0,2.0,10.0,7.0,4.0,25.0,3.0,11.0,3.0,8.0,22.0,28.0,9.0,11.0,14.0,3.0,11.0,5.0,6.0,23.0,5.0,4.0,2.0,20.0,26.0,14.0,10.0,41.0,21.0,3.0,6.0,4.0,10.0,20.0,8.0,8.0,6.0,5.0,7.0,6.0,1.0,8.0,5.0,14.0,4.0,17.0,6.0,6.0,19.0,9.0,53.0,22.0,6.0,20.0,11.0,17.0,15.0,20.0,9.0,7.0,14.0,4.0,7.0,2.0,17.0,6.0,32.0,4.0,3.0,7.0,25.0,25.0,19.0,12.0,3.0,43.0,4.0,12.0,4.0,3.0,13.0,10.0,14.0,20.0,22.0,10.0,16.0,3.0,14.0,61.0,6.0,33.0,9.0,5.0,8.0,3.0,2.0,20.0,5.0,21.0,4.0,10.0,5.0,4.0,32.0,7.0,6.0,5.0,4.0,13.0,16.0,5.0,6.0,15.0,2.0,19.0,39.0,5.0,3.0,3.0,20.0,18.0,7.0,13.0,4.0,10.0,22.0,21.0,19.0,4.0,1.0,3.0,28.0,4.0,9.0,13.0,18.0,9.0,10.0,7.0,7.0,3.0,10.0,7.0,6.0,12.0,28.0,5.0,30.0,6.0,4.0,26.0,11.0,14.0,15.0,5.0,3.0,5.0,19.0,11.0,16.0,9.0,26.0
NUMBERS,18.0,22.0,1.0,2.0,13.0,12.0,0.0,27.0,1.0,2.0,11.0,1.0,17.0,5.0,13.0,9.0,5.0,7.0,1.0,4.0,7.0,2.0,8.0,13.0,10.0,13.0,13.0,24.0,21.0,6.0,12.0,8.0,5.0,17.0,6.0,3.0,23.0,6.0,11.0,4.0,10.0,10.0,17.0,9.0,8.0,9.0,6.0,8.0,11.0,4.0,23.0,4.0,2.0,4.0,15.0,15.0,9.0,9.0,25.0,14.0,9.0,5.0,3.0,9.0,20.0,11.0,8.0,3.0,7.0,8.0,10.0,1.0,7.0,6.0,10.0,6.0,13.0,4.0,8.0,15.0,8.0,33.0,19.0,10.0,24.0,13.0,10.0,12.0,14.0,11.0,3.0,9.0,3.0,8.0,0.0,14.0,6.0,22.0,2.0,7.0,5.0,17.0,9.0,9.0,14.0,4.0,36.0,4.0,10.0,7.0,3.0,16.0,9.0,13.0,9.0,28.0,12.0,19.0,3.0,18.0,6.0,43.0,23.0,8.0,6.0,13.0,4.0,5.0,22.0,4.0,20.0,1.0,10.0,2.0,4.0,20.0,6.0,8.0,6.0,3.0,7.0,8.0,8.0,6.0,15.0,2.0,22.0,31.0,7.0,3.0,2.0,28.0,11.0,12.0,22.0,5.0,6.0,17.0,15.0,31.0,4.0,2.0,3.0,24.0,1.0,13.0,10.0,18.0,6.0,9.0,9.0,5.0,2.0,3.0,3.0,5.0,13.0,19.0,5.0,24.0,5.0,2.0,17.0,12.0,21.0,18.0,11.0,6.0,4.0,7.0,5.0,14.0,3.0,20.0
